			
felizmente	/<span class="ipa dipa">ˈfɔr·tʃə·nət·li</span>/	[sound:cambridge-fortunately.mp3]	happening because of good luck
			
			
rascunho,ortografia americana de “draught”			a piece of writing or a plan that is not yet in its finished form
			
charuto	/<span class="ipa dipa">sɪˈɡɑr</span>/	[sound:cambridge-cigar.mp3]	a thick tube made from rolled tobacco leaves, which people smoke
ativo,dinâmico,atuante	/<span class="ipa dipa">ˈæk·tɪv</span>/	[sound:cambridge-active.mp3]	busy doing a lot of things
fraqueza,debilidade,fragilidade	/<span class="ipa dipa">ˈwik·nəs</span>/	[sound:cambridge-eus74946.mp3]	a lack of strength or power
			
esqui,esquiar	/<span class="ipa dipa">ski</span>/	[sound:cambridge-ski.mp3]	one of a pair of long, thin things that you wear on the bottom of boots to move over snow
			
rancho	/<span class="ipa dipa">ræntʃ</span>/	[sound:cambridge-ranch.mp3]	a large farm where animals are kept
			
musical,com talento musical	/<span class="ipa dipa">ˈmju·zɪ·kəl</span>/	[sound:cambridge-musical.mp3]	relating to music
movimento	/<span class="ipa dipa">ˈmuv·mənt</span>/	[sound:cambridge-eus73104.mp3]	a change of position or place
			
individual,indivíduo,pessoa	/<span class="ipa dipa">ˌɪn·dəˈvɪdʒ·u·əl</span>/	[sound:cambridge-individual.mp3]	considered separately from other things in a group
			
			
examinar,estudar,sabatinar	/<span class="ipa dipa">ɪɡˈzæm·ɪn</span>/	[sound:cambridge-examine.mp3]	to look at someone or something very carefully, especially to try to discover something
			
			
coluna	/<span class="ipa dipa">ˈkɑ·ləm</span>/	[sound:cambridge-column.mp3]	a tall stone post that supports a roof
suborno,subornar	/<span class="ipa dipa">brɑɪb</span>/	[sound:cambridge-bribe.mp3]	money or a present that you give to someone so that they will do something for you
			
tarefa	/<span class="ipa dipa">tæsk</span>/	[sound:cambridge-task.mp3]	a piece of work, especially something unpleasant
espécie	/<span class="ipa dipa">ˈspi·ʃiz</span>/	[sound:cambridge-species.mp3]	a group of plants or animals that are the same in some way
navegar,velejar,viajar (em navio/barco à vela),zarpar,partir,vela	/<span class="ipa dipa">seɪl</span>/	[sound:cambridge-sail.mp3]	to control or travel in a boat or a ship that has an engine or sails
rum	/<span class="ipa dipa">rʌm</span>/	[sound:cambridge-rum.mp3]	a strong, alcoholic drink made from sugar
balneário,estância,último caso	/<span class="ipa dipa">rɪˈzɔrt</span>/	[sound:cambridge-resort.mp3]	a place where many people go for a holiday
erupção cutânea,brotoeja,precipitado,imprudente,precipitadamente,imprudentemente	/<span class="ipa dipa">ræʃ</span>/	[sound:cambridge-rash.mp3]	a group of small, red spots on the skin
receita médica	/<span class="ipa dipa">prɪˈskrɪp·ʃən</span>/	[sound:cambridge-prescription.mp3]	a piece of paper on which a doctor writes what medicine a sick person needs
			
			
			
silêncio,fazer calar,silenciar	/<span class="ipa dipa">hʌʃ</span>/	[sound:cambridge-hush.mp3]	a period of silence
difuso,desfocado,confuso,vago,frisado,aveludado		[sound:cambridge-fuzzy.mp3]	(of an image) having shapes that do not have clear edges, or (of a sound, especially from a television, radio, etc.) not clear, usually because of other unwanted noises making it difficult to hear
frágil	/<span class="ipa dipa">ˈfrædʒ·əl</span>/	[sound:cambridge-fragile.mp3]	easy to break
ciência forense	/<span class="ipa dipa">fəˈren.zɪks</span>/	[sound:cambridge-cdo0318usfore1907.mp3]	scientific methods of solving crimes, that involve examining objects or substances related to a crime
gasto,gastos	/<span class="ipa dipa">ɪkˈspens</span>/	[sound:cambridge-expense.mp3]	the money that you spend on something
			
			
			
conduta,comportamento	/<span class="ipa dipa">ˈkɑn·dʌkt</span>/	[sound:cambridge-conduct_03_01.mp3]	the way someone behaves
cômico,revista em quadrinhos	/<span class="ipa dipa">ˈkɑ·mɪk</span>/,/<span class="ipa dipa">ˈkɑm·ɪk</span>/	[sound:cambridge-comic.mp3]	funny
bingo	/<span class="ipa dipa">ˈbɪŋ·ɡoʊ</span>/	[sound:cambridge-bingo.mp3]	a game in which people mark numbers on a card as they are called, and the person whose numbers are called first is the winner
			
			
avenida	/<span class="ipa dipa">ˈæv·əˌnu</span>/	[sound:cambridge-avenue.mp3]	a wide road in a town or city
			
			
visitante,visita,turista	/<span class="ipa dipa">ˈvɪz·ɪ·t̬ər</span>/	[sound:cambridge-eus74872.mp3]	someone who visits a person, place, or website
mala	/<span class="ipa dipa">ˈsutˌkeɪs</span>/	[sound:cambridge-ussugge004.mp3]	a rectangular case with a handle that you use for carrying clothes when you are travelling
			
			
escanear,perscrutar,esquadrinhar,correr os olhos por,dar uma olhada em,ultrassonografia	/<span class="ipa dipa">skæn</span>/	[sound:cambridge-scan.mp3]	to examine something with a machine that can see inside an object or body
vara	/<span class="ipa dipa">rɑd</span>/	[sound:cambridge-rod.mp3]	a thin, straight pole
pagamento	/<span class="ipa dipa">ˈpeɪ·mənt</span>/	[sound:cambridge-payment.mp3]	the act of paying
operação,cirurgia,oportunidade,ocasião	/<span class="ipa dipa">ɑːp</span>/	[sound:cambridge-usomniv015.mp3]	a medical operation
motor	/<span class="ipa dipa">ˈmoʊ·t̬ər</span>/	[sound:cambridge-eus73097.mp3]	the part of a machine, car, etc. that makes it work
minissaia	/<span class="ipa dipa">ˈmɪn.i</span>/	[sound:cambridge-mini.mp3]	a  miniskirt 
			
inspirado	/<span class="ipa dipa">-ˈspaɪrd</span>/	[sound:cambridge-usinsit010.mp3]	excellent, or resulting from inspiration
inseguro	/<span class="ipa dipa">ˌɪn·sɪˈkjʊər</span>/	[sound:cambridge-insecure.mp3]	having no confidence in yourself and what you can do
			
			
jogar,apostar,jogador,-ora,jogo (de azar),jogada	/<span class="ipa dipa">ˈɡæm·bəl</span>/	[sound:cambridge-gamble.mp3]	to try to win money by saying who will win a game, race, or competition
			
escriturário,-a	/<span class="ipa dipa">klɜrk</span>/	[sound:cambridge-clerk.mp3]	someone who works in an office but does not have an important job
			
pulso	/<span class="ipa dipa">rɪst</span>/	[sound:cambridge-wrist.mp3]	the part of your body between your hand and your arm
			
tubo,o metrô	/<span class="ipa dipa">tub</span>/	[sound:cambridge-tube.mp3]	a long, thin container for a soft substance that you press to get the substance out
			
seda	/<span class="ipa dipa">sɪlk</span>/	[sound:cambridge-silk.mp3]	a type of cloth that is light and smooth
bomba,bombear	/<span class="ipa dipa">pʌmp</span>/	[sound:cambridge-pump.mp3]	a piece of equipment that forces liquid or gas to move somewhere
azul,verde,vermelho,etc. claro,pálido	/<span class="ipa dipa">peɪl</span>/	[sound:cambridge-pail.mp3]	light blue, green, red, etc.
			
arrastar,tirar	/<span class="ipa dipa">hɔl</span>/	[sound:cambridge-hall.mp3]	to pull something somewhere slowly and with difficulty
guardião,guardiã	/<span class="ipa dipa">ˈɡɑr·di·ən</span>/	[sound:cambridge-guardian.mp3]	someone who is legally responsible for someone else’s child
plural de “fly”,braguilha		[sound:cambridge-usfleet011.mp3]	plural of  fly 
esquivar-se (de),escapar (de),escapar de,fugir de,sonegar	/<span class="ipa dipa">dɑdʒ</span>/	[sound:cambridge-dodge.mp3]	to move quickly to avoid someone or something
			
bota,porta-malas	/<span class="ipa dipa">but</span>/	[sound:cambridge-boot.mp3]	a shoe that covers your foot and part of your leg
			
			
			
polegar,destoar,ser atrapalhado com as mãos,ser desajeitado	/<span class="ipa dipa">θʌm</span>/	[sound:cambridge-thumb.mp3]	the short, thick finger on the side of your hand
			
limitado	/<span class="ipa dipa">ˈlɪm·ɪ·t̬ɪd</span>/	[sound:cambridge-limited.mp3]	small in amount or number
isqueiro	/<span class="ipa dipa">ˈlɑɪ·t̬ər</span>/	[sound:cambridge-eus72785.mp3]	a small object that makes fire and is used to make cigarettes start burning
			
			
			
			
			
arma (de fogo)	/<span class="ipa dipa">ˈʃuː.t̬ɚ</span>/	[sound:cambridge-cdo0318usshoo4448.mp3]	a gun
em voz baixa,baixinho,em silêncio	/<span class="ipa dipa">ˈkwɑɪ·ɪt·li</span>/	[sound:cambridge-quietly.mp3]	making little or no noise
			
leão	/<span class="ipa dipa">ˈlɑɪ·ən</span>/	[sound:cambridge-lion.mp3]	a large wild animal of the cat family, with light brown fur
			
			
fator	/<span class="ipa dipa">ˈfæk·tər</span>/	[sound:cambridge-factor.mp3]	one of the things that has an effect on a particular situation, decision, event, etc.
apagar	/<span class="ipa dipa">ɪˈreɪs</span>/	[sound:cambridge-eus71615.mp3]	to completely remove words, music, pictures, etc. that are written on paper or stored on a computer or other piece of equipment
			
			
			
tornozelo	/<span class="ipa dipa">ˈæŋ·kəl</span>/	[sound:cambridge-ankle.mp3]	the part of your leg that is just above your foot
amnésia		[sound:cambridge-amnesia.mp3]	a medical condition that makes you unable to remember things
			
			
			
caçador,-ora	/<span class="ipa dipa">ˈhʌn·t̬ər</span>/	[sound:cambridge-hunter.mp3]	a person who hunts wild animals
batimento cardíaco	/<span class="ipa dipa">ˈhɑrtˌbit</span>/	[sound:cambridge-eus72178.mp3]	the regular movement of the heart as it moves blood around the body
forma abreviada de “gallon”: galão: medida de líquido equivalente a 4.546 litros no Reino Unido e 3.785 litros nos USA	/<span class="ipa dipa">ɡæl</span>/	[sound:cambridge-gal.mp3]	written abbreviation for  gallon 
fritar	/<span class="ipa dipa">frɑɪ</span>/	[sound:cambridge-fry.mp3]	to cook something in hot oil or fat
			
			
confrontar,enfrentar		[sound:cambridge-confront.mp3]	to face, meet, or deal with a difficult situation or person
apoio,respaldo	/<span class="ipa dipa">ˈbæk·ɪŋ</span>/	[sound:cambridge-backing.mp3]	support, especially money, for a person or plan
			
registro,caixa registradora,registrar	/<span class="ipa dipa">ˈredʒ·ə·stər</span>/	[sound:cambridge-register.mp3]	an official list of names
locução,frase	/<span class="ipa dipa">freɪz</span>/	[sound:cambridge-phrase.mp3]	a group of words that are often used together and have a particular meaning
			
menos,sem	/<span class="ipa dipa">ˈmɑɪ·nəs</span>/	[sound:cambridge-minus.mp3]	used when the second of two numbers should be taken away from the first
			
legítimo,legitimamente	/<span class="ipa dipa">-ˈdʒɪt̬-</span>/	[sound:cambridge-legitimate.mp3]	allowed by law
furacão	/<span class="ipa dipa">ˈhɜr·əˌkeɪn</span>, <span class="ipa dipa">ˈhʌr·əˌkeɪn</span>/	[sound:cambridge-hurricane.mp3]	a violent storm with very strong winds
			
comunicação,sistemas de comunicação	/<span class="ipa dipa">kəˌmju·nɪˈkeɪ·ʃən</span>/	[sound:cambridge-communication.mp3]	the act of communicating with other people
			
balde	/<span class="ipa dipa">ˈbʌk·ɪt</span>/	[sound:cambridge-bucket.mp3]	a round, open container with a handle, used for carrying liquids
			
automotivo,carro	/<span class="ipa dipa">ˈɑː.t̬oʊ</span>/	[sound:cambridge-eus70384.mp3]	relating to cars
arrogante,arrogantemente	/<span class="ipa dipa">ˈær·ə·ɡənt</span>/	[sound:cambridge-arrogant.mp3]	believing that you are better than other people
			
atum	/<span class="ipa dipa">ˈtu·nə</span>/	[sound:cambridge-tuna.mp3]	a large sea fish that you can eat
jantar,ceia	/<span class="ipa dipa">ˈsʌp·ər</span>/	[sound:cambridge-supper.mp3]	a meal that you eat in the evening
			
			
			
			
receita	/<span class="ipa dipa">ˈres·ə·pi</span>/	[sound:cambridge-recipe.mp3]	a list of foods and a set of instructions telling you how to cook something
píer,molhe	/<span class="ipa dipa">pɪər</span>/	[sound:cambridge-peer.mp3]	a long structure that is built from the land out over water and that sometimes has restaurants, etc. on it
paternidade	/<span class="ipa dipa">-ˈtɝː.nə.t̬i</span>/	[sound:cambridge-paternity.mp3]	the fact of being a father
canteiro,-a,pedreiro		[sound:cambridge-mason.mp3]	a  stonemason  (= person who cuts stone)
cordeiro,carneiro	/<span class="ipa dipa">læm</span>/	[sound:cambridge-lamb.mp3]	a young sheep
			
humilhante	/<span class="ipa dipa">-t̬ɪŋ</span>/	[sound:cambridge-humiliating.mp3]	making you feel ashamed or stupid
autêntico	/<span class="ipa dipa">ˈdʒen·ju·ən</span>, <span class="ipa dipa">ˈdʒen·ju·ɑɪn</span>/	[sound:cambridge-genuine.mp3]	real or true
eclético	/<span class="ipa dipa">ˈkæθ.<span class="sp dsp">ə</span>l.ɪk</span>/	[sound:cambridge-catholic.mp3]	including many different types of thing
			
petisco,lanche	/<span class="ipa dipa">snæk</span>/	[sound:cambridge-snack.mp3]	a small amount of food
racional,racionalmente	/<span class="ipa dipa">ˈræʃ·ə·n<span class="sp dsp">ə</span>l</span>/	[sound:cambridge-rational.mp3]	based on facts and not affected by someone’s emotions or imagination
pontudo	/<span class="ipa dipa">ˈpɔɪn·t̬ɪd</span>/	[sound:cambridge-eus73620.mp3]	A pointed object has a thin, sharp end.
passaporte	/<span class="ipa dipa">ˈpæsˌpɔrt</span>/	[sound:cambridge-passport.mp3]	a small book with your photograph that you need to enter a country
			
			
			
			
			
			
mostruário,apresentação,arranjo,em exposição,tela,exibição,expor,exibir	/<span class="ipa dipa">dɪˈspleɪ</span>/	[sound:cambridge-display.mp3]	a performance, or a collection of things for people to look at
molhar,banhar,mergulhar	/<span class="ipa dipa">dɪp</span>/	[sound:cambridge-cus00563.mp3]	to put something into a liquid for a short time
			
avançado	/<span class="ipa dipa">ədˈvænst</span>/	[sound:cambridge-advanced.mp3]	at a higher, more difficult level
			
			
			
			
			
			
			
humilhado	/<span class="ipa dipa">hjuːˈmɪl.i.eɪ.t̬ɪd</span>/	[sound:cambridge-ushubri019.mp3]	If someone is humiliated, they have has been made to feel ashamed or stupid.
			
destruição	/<span class="ipa dipa">dɪˈstrʌk·ʃən</span>/	[sound:cambridge-destruction.mp3]	the act or process of destroying something
			
atentamente,intimamente,muito	/<span class="ipa dipa">ˈkloʊs·li</span>/	[sound:cambridge-closely.mp3]	If you look at or listen to something closely, you look at it or listen to it very carefully.
			
proposta,oferta,fazer uma oferta (de)	/<span class="ipa dipa">bɪd</span>/	[sound:cambridge-bid.mp3]	an attempt to do something good
banana	/<span class="ipa dipa">bəˈnæn·ə</span>/	[sound:cambridge-banana.mp3]	a long, white fruit with a yellow skin
augusto	/<span class="ipa dipa">ɑːˈɡʌst</span>/	[sound:cambridge-august_01_00.mp3]	having great importance and especially of the highest social class
aspirina	/<span class="ipa dipa">ˈæs·pər·ɪn</span>, <span class="ipa dipa">ˈæs·prɪn</span>/	[sound:cambridge-aspirin.mp3]	a common drug used to stop pain and fever
academia		[sound:cambridge-academy.mp3]	an organization intended to protect and develop an art, science, language, etc., or a school that teaches a particular subject or trains people for a particular job
peruca	/<span class="ipa dipa">wɪɡ</span>/	[sound:cambridge-wig.mp3]	a covering of hair that you wear on your head
			
por toda a parte,por todo,(por) todo o tempo	/<span class="ipa dipa">ˌθruˈɑʊt</span>/	[sound:cambridge-throughout.mp3]	in every part of a place
pulverizador,spray,borrifo,borrifar	/<span class="ipa dipa">spreɪ</span>/	[sound:cambridge-spray.mp3]	liquid in a container that forces it out in small drops
			
acontecer,ocorrer,existir	/<span class="ipa dipa">əˈkɜr</span>/	[sound:cambridge-eus75144.mp3]	to happen, often without being planned
lógica	/<span class="ipa dipa">ˈlɑ·dʒɪk</span>/	[sound:cambridge-logic.mp3]	the use of reason, or the science of using reason
cavaleiro,cavaleiro (pessoa que recebe título honorífico não hereditário)	/<span class="ipa dipa">nɑɪt</span>/	[sound:cambridge-knight.mp3]	a man of high social rank who fought as a soldier on a horse in the past
			
			
			
igual,ser igual a	/<span class="ipa dipa">ˈi·kwəl</span>/	[sound:cambridge-equal.mp3]	the same in amount, number, or size
			
			
			
ritual	/<span class="ipa dipa">ˈrɪtʃ.u-</span>/	[sound:cambridge-ritual.mp3]	a set of fixed actions and sometimes words performed regularly, especially as part of a ceremony
perfume	/<span class="ipa dipa">ˈpɜr·fjum</span>/	[sound:cambridge-perfume.mp3]	a liquid with a nice smell that you put on your skin
			
			
			
			
			
presunto	/<span class="ipa dipa">hæm</span>/	[sound:cambridge-ham.mp3]	meat from a pig’s leg
geralmente,em geral	/<span class="ipa dipa">ˈdʒen·rə·li</span>, <span class="ipa dipa">ˈdʒen·ər.ə·li</span>/	[sound:cambridge-generally.mp3]	usually or mostly
fusão		[sound:cambridge-fusion.mp3]	an occasion when two or more things join or are combined
erro	/<span class="ipa dipa">ˈer·ər</span>/	[sound:cambridge-error.mp3]	a mistake
			
			
			
			
			
			
grato,agradecido,reconhecido	/<span class="ipa dipa">ˈθæŋk·fəl</span>/	[sound:cambridge-thankful.mp3]	pleased or grateful about something
meia	/<span class="ipa dipa">sɑk</span>/	[sound:cambridge-sock.mp3]	something that you wear on your foot inside your shoe
			
junco,cana,caniço	/<span class="ipa dipa">rid</span>/	[sound:cambridge-read.mp3]	a tall, stiff plant like grass that grows near water
			
dezenove	/<span class="ipa dipa">ˌnɑɪnˈtin</span>/	[sound:cambridge-nineteen.mp3]	the number 19
			
garfo,bifurcar-se	/<span class="ipa dipa">fɔrk</span>/	[sound:cambridge-fork.mp3]	a small tool with three or four points and a handle, used to eat with
comédia	/<span class="ipa dipa">ˈkɑ·mɪ·di</span>/	[sound:cambridge-comedy.mp3]	a funny movie or play
análise	/<span class="ipa dipa">əˈnæl·ə·sɪs</span>/	[sound:cambridge-analysis.mp3]	the process of analysing something
			
			
			
estudado,deliberado		[sound:cambridge-studied.mp3]	very carefully and intentionally done, made, or considered, rather than in a completely honest or sincere way
estressado,tônico	/<span class="ipa dipa">strest</span>/	[sound:cambridge-stressed.mp3]	worried and not able to relax
fatia,fatiar	/<span class="ipa dipa">slɑɪs</span>/	[sound:cambridge-slice.mp3]	a flat piece of food that has been cut from a larger piece
orla	/<span class="ipa dipa">ʃɔr</span>/	[sound:cambridge-shore.mp3]	the area of land along the edge of the sea or a lake
			
			
pedir,postular,suplicar,implorar	/<span class="ipa dipa">plid</span>/	[sound:cambridge-plead.mp3]	to say in a court of law if you have committed a crime or not
palma,palmeira	/<span class="ipa dipa">pɑm</span>/	[sound:cambridge-palm.mp3]	the inside surface of your hand
escada	/<span class="ipa dipa">ˈlæd·ər</span>/	[sound:cambridge-eus72715.mp3]	a thing that you climb up when you want to reach a high place, with two long pieces joined together by shorter pieces
			
forma abreviada de “junior”: júnior	/<span class="ipa dipa">ˈdʒun·jər</span>/	[sound:cambridge-junior.mp3]	abbreviation for junior: the younger of two men in a family with the same name
			
vau,cruzar	/<span class="ipa dipa">fɔːrd</span>/	[sound:cambridge-ford.mp3]	an area in a river or stream that is not deep and can be crossed on foot or in a vehicle
			
seguro	/<span class="ipa dipa">-ˈʃʊrd</span>/	[sound:cambridge-usaspid024.mp3]	showing skill and confidence
			
viúva	/<span class="ipa dipa">ˈwɪd·oʊ</span>/	[sound:cambridge-widow.mp3]	a woman whose husband or wife has died
			
lenço de papel,tecido	/<span class="ipa dipa">ˈtɪʃ·u</span>/	[sound:cambridge-tissue.mp3]	a soft piece of paper that you use for cleaning your nose
			
raso,superficial	/<span class="ipa dipa">ˈʃæl·oʊ</span>/	[sound:cambridge-shallow.mp3]	not deep
			
pagar,liquidar	/<span class="ipa dipa">riˈpeɪ</span>/	[sound:cambridge-eus73940.mp3]	to pay back money that you have borrowed
			
permanentemente,para sempre	/<span class="ipa dipa">ˈpɜr·mə·nənt·li</span>/	[sound:cambridge-permanently.mp3]	always and for ever
oi!	/<span class="ipa dipa">ˈhaʊ.di</span>/	[sound:cambridge-howdy.mp3]	hello
invadir,hackear,retalhar,decepar	/<span class="ipa dipa">hæk</span>/	[sound:cambridge-hack.mp3]	to use a computer to illegally get into someone else’s computer system
			
mortal	/<span class="ipa dipa">ˈded·li</span>/	[sound:cambridge-deadly.mp3]	causing death
reconfortante,de consolo	/<span class="ipa dipa">ˈkʌm.fɚ.t̬ɪŋ</span>/	[sound:cambridge-uscld2s033.mp3]	making you feel less sad or worried
teto,forro	/<span class="ipa dipa">ˈsi·lɪŋ</span>/	[sound:cambridge-ceiling.mp3]	the top surface of a room
bônus	/<span class="ipa dipa">ˈboʊ·nəs</span>/	[sound:cambridge-bonus.mp3]	money you receive in addition to the usual amount, often because you have worked hard
			
veredito	/<span class="ipa dipa">ˈvɜr·dɪkt</span>/	[sound:cambridge-verdict.mp3]	a decision in a court of law saying if someone has committed a crime
manutenção,conservação	/<span class="ipa dipa">ˈmeɪn·t<span class="sp dsp">ə</span>n·əns</span>/	[sound:cambridge-maintenance.mp3]	the work that you do to keep something in good condition
pote,vaso	/<span class="ipa dipa">dʒɑr</span>/	[sound:cambridge-jar.mp3]	a glass container used for keeping food
insensível,indelicado	/<span class="ipa dipa">ɪnˈsen·sə·t̬ɪv</span>/	[sound:cambridge-eus72446.mp3]	not noticing when other people are upset
urze	/<span class="ipa dipa">ˈheð·ər</span>/	[sound:cambridge-usheart015.mp3]	a small plant with purple or white flowers that grows on hills
fábrica	/<span class="ipa dipa">ˈfæk·tər·i</span>/	[sound:cambridge-factory.mp3]	a building or group of buildings where things are made or put together
objetivo,ter o objetivo/a intenção de,apontar,mirar,visar,ser direcionado a alguém,ser voltado a alguém	/<span class="ipa dipa">eɪm</span>/	[sound:cambridge-aim.mp3]	a result that you try to achieve
triplo,três vezes,triplicar(-se)	/<span class="ipa dipa">ˈtrɪp·əl</span>/	[sound:cambridge-triple.mp3]	having three parts of the same type, or happening three times
			
			
respeitado		[sound:cambridge-usreset015.mp3]	admired by many people for your qualities or achievements
			
revolto,desordenado,bagunçado,enroldao	/<span class="ipa dipa">ˈmes·i</span>/	[sound:cambridge-messy.mp3]	dirty or untidy
			
			
entrada,ingresso,acesso,verbete,anotação,admissão,participação,inscrição	/<span class="ipa dipa">ˈen·tri</span>/	[sound:cambridge-entry.mp3]	the right or ability to come into or go into a place
			
			
sangrar	/<span class="ipa dipa">blid</span>/	[sound:cambridge-bleed.mp3]	to have blood coming out from a cut in your body
			
guarda-roupa,armário	/<span class="ipa dipa">ˈwɔːr.droʊb</span>/	[sound:cambridge-wardrobe.mp3]	a large cupboard for keeping clothes in
			
			
significativo,sensível,significativamente,sensivelmente	/<span class="ipa dipa">sɪɡˈnɪf·ɪ·kənt</span>/	[sound:cambridge-significant.mp3]	important or large
objetivo	/<span class="ipa dipa">əbˈdʒek·tɪv</span>/	[sound:cambridge-eus75096.mp3]	something that you are trying to do
			
criar,cuidar,acolher (na família)	/<span class="ipa dipa">ˈfɔs·tər</span>/	[sound:cambridge-foster.mp3]	to look after a child as part of your family for a time, without becoming their legal parent
			
			
			
gráfico,a parada de sucessos	/<span class="ipa dipa">tʃɑrt</span>/	[sound:cambridge-chart.mp3]	a drawing that shows information in a simple way
			
avião	/<span class="ipa dipa">ˈeərˌpleɪn</span>/	[sound:cambridge-usairfa012.mp3]	a vehicle that flies and has an engine and wings
			
			
subestimar	/<span class="ipa dipa">ˌʌn·dərˈes·təˌmeɪt</span>/	[sound:cambridge-eus74712.mp3]	to fail to understand how large, strong, or important something is
			
futebol	/<span class="ipa dipa">ˈsɑ·kər</span>/	[sound:cambridge-soccer.mp3]	a game in which two teams of eleven people kick a ball and try to score goals
			
múltiplo	/<span class="ipa dipa">-t̬ɪ-</span>/	[sound:cambridge-eus73125.mp3]	very many of the same type, or of different types
			
justificar	/<span class="ipa dipa">ˈdʒʌs·təˌfɑɪ</span>/	[sound:cambridge-justify.mp3]	to give or to be a good reason for
inócuo,inofensivo,de maneira inócua,inofensiva	/<span class="ipa dipa">ˈhɑrm·ləs</span>/	[sound:cambridge-harmless.mp3]	not causing hurt or damage
frustrado	/<span class="ipa dipa">ˈfrʌsˌtreɪ·t̬ɪd</span>/	[sound:cambridge-frustrated.mp3]	annoyed because you cannot achieve or do what you want
dobrar,cruzar os braços,dobra,prega	/<span class="ipa dipa">foʊld</span>/	[sound:cambridge-fold.mp3]	to bend something so that one part of it lies flat on top of another part, or to bend in this way
			
			
convenção,normas		[sound:cambridge-convention.mp3]	a large formal meeting of people who do a particular job or have a similar interest, or a large meeting for a political party
comunicar(-se)	/<span class="ipa dipa">kəˈmju·nɪˌkeɪt</span>/	[sound:cambridge-communicate.mp3]	to talk or write to someone in order to share information with them
			
atração	/<span class="ipa dipa">əˈtræk·ʃən</span>/	[sound:cambridge-attraction.mp3]	something that makes people come to a place
incêndio provocado/criminoso	/<span class="ipa dipa">ˈɑr·sən</span>/	[sound:cambridge-arson.mp3]	the crime of intentionally burning something, such as a building
bater,pancada		[sound:cambridge-whack.mp3]	to hit someone or something noisily
			
			
salário	/<span class="ipa dipa">ˈsæl·ər·i</span>/	[sound:cambridge-salary.mp3]	the money that you get, usually every month, for working
			
residência	/<span class="ipa dipa">ˈrez·ɪ·dəns</span>/	[sound:cambridge-residence.mp3]	a building where someone lives
			
obrigação	/<span class="ipa dipa">ˌɑ·bləˈɡeɪ·ʃən</span>/	[sound:cambridge-eus75099.mp3]	something that you have to do because it is your duty
mediano,médio	/<span class="ipa dipa">ˈmi·di·əm</span>/	[sound:cambridge-medium.mp3]	in the middle of a group of different amounts or sizes
simpatizar com alguém	/<span class="ipa dipa">ˈlɑɪ·kɪŋ</span>/	[sound:cambridge-liking.mp3]	to like someone when you meet them
			
desenvolvimento,novidade,evolução	/<span class="ipa dipa">dɪˈvel·əp·mənt</span>/	[sound:cambridge-development.mp3]	the action of someone or something changing and becoming better
desenvolver(-se),desenvolver,começar a ter,revelar	/<span class="ipa dipa">dɪˈvel·əp</span>/	[sound:cambridge-develop.mp3]	to change and become better, or to make someone or something become better
			
			
			
congratular,parabenizar	/<span class="ipa dipa">kənˈɡrætʃ·əˌleɪt</span>/	[sound:cambridge-eus70957.mp3]	to tell someone that you are happy about something good that they have done
			
aliança		[sound:cambridge-alliance.mp3]	a group of countries, political parties, or people who have agreed to work together because of shared interests or aims
vingança		[sound:cambridge-eus74820.mp3]	the punishing of someone for harming you or your friends or family, or the wish for such punishment to happen
			
grave,duro,severo,com severidade,gravemente	/<span class="ipa dipa">səˈvɪər</span>/	[sound:cambridge-severe.mp3]	very bad
suporte,rack	/<span class="ipa dipa">ræk</span>/	[sound:cambridge-rack.mp3]	a type of shelf that you can put things on or hang things from
